"filename", "language", "C++", "CMake Cache", "CMake", "JSON", "Markdown", "Log", "Makefile", "C", "TypeScript", "comment", "blank", "total"
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/CMakeFiles/RT.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/CMakeFiles/RayTracing.dir/DependInfo.cmake", "CMake", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 6, 66
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/CMakeFiles/RayTracing.dir/cmake_clean.cmake", "CMake", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 2, 104
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/CMakeFiles/RayTracing.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/CMakeFiles/main.dir/DependInfo.cmake", "CMake", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 6, 66
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/CMakeFiles/main.dir/cmake_clean.cmake", "CMake", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 2, 104
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/CMakeFiles/main.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 915, 0, 0, 186, 323, 1424
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/README.md", "Markdown", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/aarect.h", "C++", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 143
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/box.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 49
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/bssrdf.cpp", "C++", 256, 0, 0, 0, 0, 0, 0, 0, 0, 56, 48, 360
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/bssrdf.h", "C++", 111, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 147
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/build/.cmake/api/v1/query/client-vscode/query.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/build/.cmake/api/v1/reply/cache-v2-7e1cf332f0e8c644b053.json", "JSON", 0, 0, 0, 1363, 0, 0, 0, 0, 0, 0, 1, 1364
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/build/.cmake/api/v1/reply/cmakeFiles-v1-b1124bd913a2a3aeb955.json", "JSON", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 1, 159
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/build/.cmake/api/v1/reply/codemodel-v2-96a3b458e79036e3b0e7.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 1, 69
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/build/.cmake/api/v1/reply/index-2022-12-25T14-33-23-0256.json", "JSON", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 1, 133
"/Users/Security/TA/C++Tutorial/RayTracing/Scripts/build/.cmake/api/v1/reply/target-RayTracing-Debug-7daf732ab65a2b702cf1.json", "JSON", 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 1, 216
